url,name,2021-07-20
https://www.opentable.com/r/the-beast-next-door-long-island-city?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added THE BEAST NEXT DOOR restaurant,2
https://www.opentable.com/r/gula-new-york?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Gula restaurant,8
https://www.opentable.com/r/hatfields-bayside?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Hatfields - Bayside restaurant,2
https://www.opentable.com/r/amylos-astoria?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Amylos restaurant,13
https://www.opentable.com/r/guantanamera-forest-hills-queens?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Guantanamera - Forest Hills restaurant,9
https://www.opentable.com/r/blend-astoria?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Blend Astoria restaurant,37
https://www.opentable.com/r/cream-ridgewood-glendale?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Cream Ridgewood restaurant,6
https://www.opentable.com/dionysos-restaurant?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Dionysos Restaurant restaurant,1
https://www.opentable.com/vista-sky-lounge?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Vista Sky Lounge restaurant,31
https://www.opentable.com/r/blend-on-the-water-long-island-city?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Blend on the Water restaurant,166
https://www.opentable.com/psari?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Psari restaurant,2
https://www.opentable.com/r/c-kew-gardens?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,C Kew Gardens restaurant,3
https://www.opentable.com/r/michaels-restaurant-astoria-2?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Michael's Restaurant restaurant,0
https://www.opentable.com/r/ruta-oaxaca-mexican-cuisine-queens?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Ruta Oaxaca Mexican Cuisine restaurant,17
https://www.opentable.com/r/neirs-tavern-woodhaven?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Neir's Tavern restaurant,1
https://www.opentable.com/r/the-chefs-table-116-rockaway-park?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added The Chefs Table  116 restaurant,3
https://www.opentable.com/r/brazilian-grill-queens?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Brazilian Grill restaurant,10
https://www.opentable.com/r/kampai-hibachi-queens?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Kampai Hibachi restaurant,1
https://www.opentable.com/il-falco-restaurant?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Il Falco Restaurant restaurant,3
https://www.opentable.com/r/maiella-lic-long-island-city-2?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Maiella - LIC restaurant,21
https://www.opentable.com/r/eternity-the-flavor-library-kew-gardens?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Eternity-the flavor library restaurant,1
https://www.opentable.com/r/dylans-forest-hills?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Dylan's Forest Hills restaurant,2
https://www.opentable.com/agora-taverna-forest-hills?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Agora Taverna - Forest Hills restaurant,1
https://www.opentable.com/r/the-cuban-bayside?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,The Cuban - Bayside restaurant,9
https://www.opentable.com/r/abbas-italian-steaks-and-chops-howard-beach?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Abba's Italian Steaks and Chops restaurant,0
https://www.opentable.com/r/chingri-restaurant-astoria?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Chingri restaurant restaurant,1
https://www.opentable.com/r/bar-marseille-arverne?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Bar Marseille restaurant,11
https://www.opentable.com/r/dive-bar-lic-long-island-city?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Dive Bar LIC restaurant,2
https://www.opentable.com/r/white-radish-forest-hills?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,White Radish restaurant,11
https://www.opentable.com/r/antuns-the-restaurant-an-american-bistro-queens-village?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,"Antun's The Restaurant, an American Bistro restaurant",0
https://www.opentable.com/r/bocconcini-restaurant-little-neck?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Bocconcini Restaurant restaurant,0
https://www.opentable.com/r/senso-unico-restaurant-sunnyside?corrid=3a06155b-3e96-41c5-8a1c-3f6425b6c399&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Senso Unico Restaurant restaurant,0
