url,2021-07-23
https://www.opentable.com/r/bistro-eloise-east-elmhurst?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,0
https://www.opentable.com/pat-lafriedas-chop-house-at-citi-field?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,12
https://www.opentable.com/r/blend-astoria?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,43
https://www.opentable.com/r/the-metropolitan-grill-at-citi-field-flushing?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,8
https://www.opentable.com/r/white-radish-forest-hills?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,10
https://www.opentable.com/r/romeos-italian-restaurant-jackson-heights?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,1
https://www.opentable.com/r/amylos-astoria?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,17
https://www.opentable.com/r/guantanamera-forest-hills-queens?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,9
https://www.opentable.com/r/numero-28-pizzeria-and-bar-forest-hills?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,6
https://www.opentable.com/agora-taverna-forest-hills?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,8
https://www.opentable.com/r/ruta-oaxaca-mexican-cuisine-queens?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,20
https://www.opentable.com/r/shaking-crab-flushing?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,1
https://www.opentable.com/r/queens-room-astoria?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,9
https://www.opentable.com/la-vigna-restaurant-and-bar?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,1
https://www.opentable.com/magna-restaurant?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,0
https://www.opentable.com/r/luna-asian-bistro-and-rooftop-lounge-astoria?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,31
https://www.opentable.com/vista-sky-lounge?corrid=c1cf01c2-5561-4561-9e5d-7cbc42aef0e4&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,20
